机构名称,表中文名,字段中文（可忽略）,数据元
人社,自主评聘单位专业技术职务聘任信息,级别名称,职务级别
人社,自主评聘单位专业技术职务聘任信息,评聘机构名称,评聘机构名称
人社,自主评聘单位专业技术职务聘任信息,聘期（起止时间）,聘用期限
人社,自主评聘单位专业技术职务聘任信息,所属系列,专业技术职务系列名称
人社,自主评聘单位专业技术职务聘任信息,所学专业,所学专业
人社,自主评聘单位专业技术职务聘任信息,所在地市、省级主管部门,省市主管部门
人社,自主评聘单位专业技术职务聘任信息,所在县（市、区）、市本级,所在市县区
人社,自主评聘单位专业技术职务聘任信息,性别,性别
人社,自主评聘单位专业技术职务聘任信息,最高学历,最高学历
人社,自主评聘单位专业技术职务聘任信息,最高学位,最高学位
人社,自主评聘单位专业技术职务聘任信息,证件类型,身份证件类型
人社,自主评聘单位专业技术职务聘任信息,在职状态,在职状态
人社,自主评聘单位专业技术职务聘任信息,聘任职务名称,聘任职务
人社,自主评聘单位专业技术职务聘任信息,姓名,姓名
人社,自主评聘单位专业技术职务聘任信息,证件号码,身份证件号码
人社,自主评聘单位专业技术职务聘任信息,职务聘任时间,职务聘任日期
市监,执业药师注册证信息,资格证书号,注册证书编号
市监,执业药师注册证信息,发证日期,发证日期
市监,执业药师注册证信息,发证机关,发证机关
市监,执业药师注册证信息,有效期起,有效起始日期
市监,执业药师注册证信息,有效期止,有效到期日期
市监,执业药师注册证信息,身份证号,公民身份号码
市监,执业药师注册证信息,姓名,姓名
市监,执业药师注册证信息,执业地区,执业地区
市监,执业药师注册证信息,证书状态,资格证证书状态
市监,执业药师注册证信息,执业范围,执业范围
市监,执业药师注册证信息,执业类型,药师执业类型
市监,执业药师注册证信息,执业单位,执业机构
水利,水利证书信息,证书类型,资格证证书类型
水利,水利证书信息,企业名称,企业名称
水利,水利证书信息,证书有效期,证书有效期
水利,水利证书信息,性别,性别
水利,水利证书信息,身份证,公民身份号码
水利,水利证书信息,是否申领,是否申领
水利,水利证书信息,姓名,姓名
水利,水利证书信息,注册发证时间,发证时间
水利,水利证书信息,证书编号,从业资格证证书编号
司法,港澳律师担任内地律师事务所法律顾问核准信息,申请时间,许可申请时间
司法,港澳律师担任内地律师事务所法律顾问核准信息,姓名,姓名
司法,港澳律师担任内地律师事务所法律顾问核准信息,性别,性别
司法,港澳律师担任内地律师事务所法律顾问核准信息,出生日期,出生日期
司法,港澳律师担任内地律师事务所法律顾问核准信息,民族,民族
司法,港澳律师担任内地律师事务所法律顾问核准信息,资格证书,港澳律师资格证书名称
司法,港澳律师担任内地律师事务所法律顾问核准信息,文化程度,学历
司法,港澳律师担任内地律师事务所法律顾问核准信息,党派,政治面貌
司法,港澳律师担任内地律师事务所法律顾问核准信息,身份证号,公民身份号码
司法,港澳律师担任内地律师事务所法律顾问核准信息,户籍所在地,户籍地
司法,港澳律师担任内地律师事务所法律顾问核准信息,港澳律师事务所名称,港澳律师事务所名称
司法,港澳律师担任内地律师事务所法律顾问核准信息,港澳地址,港澳地址
司法,港澳律师担任内地律师事务所法律顾问核准信息,港澳电话,港澳人员港澳联系电话
司法,港澳律师担任内地律师事务所法律顾问核准信息,港澳邮编,港澳邮政编码
司法,港澳律师担任内地律师事务所法律顾问核准信息,内地律师事务所名称,内地律师事务所名称
司法,港澳律师担任内地律师事务所法律顾问核准信息,内地地址,港澳人员内地住址
司法,港澳律师担任内地律师事务所法律顾问核准信息,内地电话,港澳人员内地联系电话
司法,港澳律师担任内地律师事务所法律顾问核准信息,内地邮编,内地邮政编码
司法,港澳律师担任内地律师事务所法律顾问核准信息,何时到所工作,工作开始时间
司法,港澳律师担任内地律师事务所法律顾问核准信息,联系电话,联系电话
司法,港澳律师担任内地律师事务所法律顾问核准信息,申请人简历,申请人简历
司法,港澳律师担任内地律师事务所法律顾问核准信息,掌握何种外国语言,掌握何种外国语言
司法,港澳律师担任内地律师事务所法律顾问核准信息,外国语言水平,外语水平
司法,港澳律师担任内地律师事务所法律顾问核准信息,特长及获得奖章,特长及获得奖章
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,申请时间,许可申请时间
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,姓名,姓名
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,性别,性别
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,出生日期,出生日期
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,民族,民族
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,资格证书,港澳律师资格证书名称
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,文化程度,学历
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,党派,政治面貌
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,身份证号,公民身份号码
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,户籍所在地,户籍地
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,律师事务所名称,律师事务所名称
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,地址,律师事务所地址
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,电话,联系电话
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,邮编,邮政编码
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,何时到所工作,工作开始时间
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,档案存放何处,人事档案存放处
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,参加工作时间,参加工作时间
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,原工作单位,原工作单位
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,居所地址,居住地址
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,邮政编码,邮政编码
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,联系电话,联系电话
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,申请人简历,申请人简历
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,掌握何种外国语言,掌握何种外国语言
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,外国语言水平,外语水平
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,特长及获得奖章,特长及获得奖章
司法,司法公证人员信息,编制,人员编制
司法,司法公证人员信息,法律职业资格证号,法律职业资格证号
司法,司法公证人员信息,机构名称,公证机构名称
司法,司法公证人员信息,机构性质,机构性质
司法,司法公证人员信息,身份证号,公民身份号码
